order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,customer_id,channel_id,store_id,order_date_x,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_key,code,name,email,first_name,last_name,phone,status_customer,created_at,sku,name_product,category_id,list_price,status_product,created_at_product,category_name,parent_id,parent_category_name,name_store,address_id,shipping_line1,shipping_line2,shipping_city,shipping_province_id,shipping_postal_code,shipping_country_code,shipping_address_created_at,shipping_address_name,shipping_address_code,billing_line1,billing_line2,billing_city,billing_province_id,billing_postal_code,billing_country_code,billing_address_created_at,billing_address_name,billing_address_code,order_date_y,order_year,order_quarter,order_year_quarter,order_month,order_month_name,order_year_month,order_day,order_day_of_week,order_day_name,order_day_of_year,order_week_of_year,order_is_weekday,order_is_weekend,order_is_month_start,order_is_month_end,customer_id_order,channel_id_order,store_id_order,billing_address_id_order,shipping_address_id_order,status_order,currency_code_order,subtotal_order,tax_amount_order,shipping_fee_order,total_amount_order,order_date_key_order,shipment_id,carrier,tracking_number,status_shipment,shipped_date_key,delivered_date_key,nps_id,score,comment,responded_date_key,session_id,source,device,started_date_key,ended_date_key
5000000012,1000000006,2,1,15000.0,750.0,14250.0,188,1,,2025-07-15 22:55:56,1432.0,2148,REFUNDED,ARS,14250.0,2992.5,1200.0,18442.5,20250715,ONLINE,Tienda Online,emma.silva.188@example.com,Emma,Silva,+54 9 11 5295-7242,A,2023-12-07 23:51:39,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 9141,Piso 8 Dto A,Córdoba,2,2928,AR,2025-04-15 04:57:41,Córdoba,CBA,Calle 5597,,Villa Carlos Paz,2.0,7692.0,AR,2025-02-18 00:51:35,Córdoba,CBA,2025-07-15,2025,3,2025-Q3,7,Julio,2025-07,15,1,Martes,196,29,True,False,False,False,188,1,,1432.0,2148,REFUNDED,ARS,14250.0,2992.5,1200.0,18442.5,20250715,9000000006,Correo Argentino,TRK-UCA7R6D2X6,DELIVERED,20250716.0,20250720.0,,,,,,,,,
5000000013,1000000007,2,1,15000.0,1500.0,13500.0,17,1,,2024-11-11 20:15:00,,3577,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,20241111,ONLINE,Tienda Online,lara.ruiz.17@example.com,Lara,Ruiz,+54 9 11 6930-4593,A,2025-07-31 08:37:53,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 6281,,CABA,1,5590,AR,2023-08-14 01:31:31,Buenos Aires,BA,,,,,,,,,,2024-11-11,2024,4,2024-Q4,11,Noviembre,2024-11,11,0,Lunes,316,46,True,False,False,False,17,1,,,3577,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,20241111,9000000007,Correo Argentino,TRK-EEAFDZHDID,DELIVERED,20241112.0,20241115.0,,,,,,,,,
5000000014,1000000008,1,3,12000.0,0.0,36000.0,1148,1,,2024-08-25 03:29:28,2018.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,20240825,ONLINE,Tienda Online,felipe.pérez.1148@example.com,Felipe,Pérez,+54 9 11 8581-5573,A,2024-12-05 11:52:00,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 3350,Piso 10 Dto C,Mar del Plata,1,9509,AR,2024-05-30 06:52:56,Buenos Aires,BA,Calle 8759,,Mar del Plata,1.0,8884.0,AR,2024-07-11 07:47:49,Buenos Aires,BA,2024-08-25,2024,3,2024-Q3,8,Agosto,2024-08,25,6,Domingo,238,34,False,True,False,False,1148,1,,2018.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,20240825,9000000008,Correo Argentino,TRK-99ZZCRAXY6,DELIVERED,20240826.0,20240828.0,,,,,,,,,
5000000015,1000000008,2,3,15000.0,4500.0,40500.0,1148,1,,2024-08-25 03:29:28,2018.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,20240825,ONLINE,Tienda Online,felipe.pérez.1148@example.com,Felipe,Pérez,+54 9 11 8581-5573,A,2024-12-05 11:52:00,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 3350,Piso 10 Dto C,Mar del Plata,1,9509,AR,2024-05-30 06:52:56,Buenos Aires,BA,Calle 8759,,Mar del Plata,1.0,8884.0,AR,2024-07-11 07:47:49,Buenos Aires,BA,2024-08-25,2024,3,2024-Q3,8,Agosto,2024-08,25,6,Domingo,238,34,False,True,False,False,1148,1,,2018.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,20240825,9000000008,Correo Argentino,TRK-99ZZCRAXY6,DELIVERED,20240826.0,20240828.0,,,,,,,,,
5000000016,1000000008,1,1,12600.0,0.0,12600.0,1148,1,,2024-08-25 03:29:28,2018.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,20240825,ONLINE,Tienda Online,felipe.pérez.1148@example.com,Felipe,Pérez,+54 9 11 8581-5573,A,2024-12-05 11:52:00,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 3350,Piso 10 Dto C,Mar del Plata,1,9509,AR,2024-05-30 06:52:56,Buenos Aires,BA,Calle 8759,,Mar del Plata,1.0,8884.0,AR,2024-07-11 07:47:49,Buenos Aires,BA,2024-08-25,2024,3,2024-Q3,8,Agosto,2024-08,25,6,Domingo,238,34,False,True,False,False,1148,1,,2018.0,1490,FULFILLED,ARS,89100.0,18711.0,1200.0,109011.0,20240825,9000000008,Correo Argentino,TRK-99ZZCRAXY6,DELIVERED,20240826.0,20240828.0,,,,,,,,,
5000000017,1000000009,2,1,13500.0,675.0,12825.0,1037,1,,2024-03-30 10:34:46,1097.0,1974,PAID,ARS,12825.0,2693.25,1200.0,16718.25,20240330,ONLINE,Tienda Online,martina.sánchez.1037@example.com,Martina,Sánchez,+54 9 11 8625-8709,A,2025-02-15 15:35:39,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,,,Calle 9455,Piso 9 Dto C,Santa Fe,3,6349,AR,2025-08-01 05:08:26,Santa Fe,SF,Calle 8991,Piso 8 Dto A,Santa Fe,3.0,2895.0,AR,2025-05-24 00:32:46,Santa Fe,SF,2024-03-30,2024,1,2024-Q1,3,Marzo,2024-03,30,5,Sábado,90,13,False,True,False,False,1037,1,,1097.0,1974,PAID,ARS,12825.0,2693.25,1200.0,16718.25,20240330,9000000009,Correo Argentino,TRK-M4QI31HO4X,SHIPPED,20240331.0,20240403.0,,,,,,,,,
5000000018,1000000010,2,1,15000.0,300.0,14700.0,1336,2,1.0,2024-03-13 02:19:39,,1,REFUNDED,ARS,14700.0,3087.0,0.0,17787.0,20240313,OFFLINE,Tiendas Físicas,camila.rojas.1336@example.com,Camila,Rojas,+54 9 11 1797-5635,A,2023-12-12 10:42:11,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,Tienda BA,1.0,Sucursal Buenos Aires - Av. Principal 101,,Buenos Aires,1,1001,AR,2023-12-13 10:49:04,Buenos Aires,BA,,,,,,,,,,2024-03-13,2024,1,2024-Q1,3,Marzo,2024-03,13,2,Miércoles,73,11,True,False,False,False,1336,2,1.0,,1,REFUNDED,ARS,14700.0,3087.0,0.0,17787.0,20240313,9000000010,PICKUP,,DELIVERED,20240313.0,20240314.0,,,,,,,,,
5000000019,1000000011,2,1,15000.0,300.0,14700.0,1239,2,4.0,2025-06-17 03:46:29,2159.0,4,FULFILLED,ARS,34140.0,7169.4,0.0,41309.4,20250617,OFFLINE,Tiendas Físicas,lara.rojas.1239@example.com,Lara,Rojas,+54 9 11 7557-6834,A,2024-04-02 00:34:53,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,Tienda MZA,4.0,Sucursal Mendoza - Av. Principal 104,,Mendoza,4,1004,AR,2023-09-16 13:54:28,Mendoza,MZA,Calle 7115,Piso 10 Dto B,Río Cuarto,2.0,2025.0,AR,2023-07-30 16:10:29,Córdoba,CBA,2025-06-17,2025,2,2025-Q2,6,Junio,2025-06,17,1,Martes,168,25,True,False,False,False,1239,2,4.0,2159.0,4,FULFILLED,ARS,34140.0,7169.4,0.0,41309.4,20250617,9000000011,PICKUP,,DELIVERED,20250617.0,20250618.0,,,,,,,,,
5000000020,1000000011,1,2,10800.0,2160.0,19440.0,1239,2,4.0,2025-06-17 03:46:29,2159.0,4,FULFILLED,ARS,34140.0,7169.4,0.0,41309.4,20250617,OFFLINE,Tiendas Físicas,lara.rojas.1239@example.com,Lara,Rojas,+54 9 11 7557-6834,A,2024-04-02 00:34:53,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,Tienda MZA,4.0,Sucursal Mendoza - Av. Principal 104,,Mendoza,4,1004,AR,2023-09-16 13:54:28,Mendoza,MZA,Calle 7115,Piso 10 Dto B,Río Cuarto,2.0,2025.0,AR,2023-07-30 16:10:29,Córdoba,CBA,2025-06-17,2025,2,2025-Q2,6,Junio,2025-06,17,1,Martes,168,25,True,False,False,False,1239,2,4.0,2159.0,4,FULFILLED,ARS,34140.0,7169.4,0.0,41309.4,20250617,9000000011,PICKUP,,DELIVERED,20250617.0,20250618.0,,,,,,,,,
5000000021,1000000012,1,3,12000.0,720.0,35280.0,1426,2,3.0,2024-08-09 14:38:29,3389.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20240809,OFFLINE,Tiendas Físicas,lara.medina.1426@example.com,Lara,Medina,+54 9 11 9235-1305,A,2024-01-28 02:35:41,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,Tienda SF,3.0,Sucursal Santa Fe - Av. Principal 103,,Santa Fe,3,1003,AR,2023-07-31 15:36:04,Santa Fe,SF,Calle 676,Piso 2 Dto A,Mendoza,4.0,1496.0,AR,2024-12-28 11:32:45,Mendoza,MZA,2024-08-09,2024,3,2024-Q3,8,Agosto,2024-08,9,4,Viernes,222,32,True,False,False,False,1426,2,3.0,3389.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20240809,9000000012,PICKUP,,DELIVERED,20240809.0,20240810.0,,,,,,,,,
5000000022,1000000013,2,3,15750.0,2362.5,44887.5,862,2,1.0,2025-03-23 11:26:14,1342.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,20250323,OFFLINE,Tiendas Físicas,maría.díaz.862@example.com,María,Díaz,+54 9 11 7387-6068,A,2024-12-26 02:15:34,ECO-SPORT-B,Sport B Bottle,3,15000.0,A,2024-01-01 00:00:00,Sport,1.0,Bottles,Tienda BA,1.0,Sucursal Buenos Aires - Av. Principal 101,,Buenos Aires,1,1001,AR,2023-12-13 10:49:04,Buenos Aires,BA,Calle 84,,La Plata,1.0,1817.0,AR,2024-05-30 14:07:08,Buenos Aires,BA,2025-03-23,2025,1,2025-Q1,3,Marzo,2025-03,23,6,Domingo,82,12,False,True,False,False,862,2,1.0,1342.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,20250323,9000000013,PICKUP,,SHIPPED,20250323.0,20250324.0,,,,,,,,,
5000000023,1000000013,1,3,12000.0,1800.0,34200.0,862,2,1.0,2025-03-23 11:26:14,1342.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,20250323,OFFLINE,Tiendas Físicas,maría.díaz.862@example.com,María,Díaz,+54 9 11 7387-6068,A,2024-12-26 02:15:34,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,Tienda BA,1.0,Sucursal Buenos Aires - Av. Principal 101,,Buenos Aires,1,1001,AR,2023-12-13 10:49:04,Buenos Aires,BA,Calle 84,,La Plata,1.0,1817.0,AR,2024-05-30 14:07:08,Buenos Aires,BA,2025-03-23,2025,1,2025-Q1,3,Marzo,2025-03,23,6,Domingo,82,12,False,True,False,False,862,2,1.0,1342.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,20250323,9000000013,PICKUP,,SHIPPED,20250323.0,20250324.0,,,,,,,,,
5000000024,1000000013,1,2,12000.0,1200.0,22800.0,862,2,1.0,2025-03-23 11:26:14,1342.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,20250323,OFFLINE,Tiendas Físicas,maría.díaz.862@example.com,María,Díaz,+54 9 11 7387-6068,A,2024-12-26 02:15:34,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,Tienda BA,1.0,Sucursal Buenos Aires - Av. Principal 101,,Buenos Aires,1,1001,AR,2023-12-13 10:49:04,Buenos Aires,BA,Calle 84,,La Plata,1.0,1817.0,AR,2024-05-30 14:07:08,Buenos Aires,BA,2025-03-23,2025,1,2025-Q1,3,Marzo,2025-03,23,6,Domingo,82,12,False,True,False,False,862,2,1.0,1342.0,1,PAID,ARS,101887.5,21396.38,0.0,123283.88,20250323,9000000013,PICKUP,,SHIPPED,20250323.0,20250324.0,,,,,,,,,
5000000025,1000000014,1,1,12000.0,240.0,11760.0,181,1,,2025-08-18 12:46:12,2238.0,3917,PAID,ARS,11760.0,2469.6,900.0,15129.6,20250818,ONLINE,Tienda Online,franco.díaz.181@example.com,Franco,Díaz,+54 9 11 3240-2591,A,2025-02-10 10:26:42,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 5352,Piso 2 Dto A,CABA,1,2470,AR,2024-11-23 23:57:16,Buenos Aires,BA,Calle 9057,,CABA,1.0,9724.0,AR,2024-01-17 09:51:02,Buenos Aires,BA,2025-08-18,2025,3,2025-Q3,8,Agosto,2025-08,18,0,Lunes,230,34,True,False,False,False,181,1,,2238.0,3917,PAID,ARS,11760.0,2469.6,900.0,15129.6,20250818,9000000014,Correo Argentino,TRK-TEL745CSF0,SHIPPED,20250819.0,20250824.0,,,,,,,,,
5000000026,1000000015,1,2,12000.0,480.0,23520.0,700,1,,2024-09-15 12:43:40,3268.0,1803,CANCELLED,ARS,23520.0,4939.2,1200.0,29659.2,20240915,ONLINE,Tienda Online,isabella.ruiz.700@example.com,Isabella,Ruiz,+54 9 11 1002-2489,A,2023-09-30 19:57:20,ECO-CLASSIC-A,Classic A Bottle,2,12000.0,A,2024-01-01 00:00:00,Classic,1.0,Bottles,,,Calle 1501,,Mar del Plata,1,4444,AR,2023-07-22 16:05:02,Buenos Aires,BA,Calle 9985,,La Plata,1.0,3838.0,AR,2024-06-18 15:46:46,Buenos Aires,BA,2024-09-15,2024,3,2024-Q3,9,Septiembre,2024-09,15,6,Domingo,259,37,False,True,False,False,700,1,,3268.0,1803,CANCELLED,ARS,23520.0,4939.2,1200.0,29659.2,20240915,9000000015,Correo Argentino,,CANCELLED,,,,,,,,,,,
